x,y,x_vel,y_vel
0.0,0.0,0.0,0.0
-0.012721100990542003,0.0003174504610210312,-2.5442201981084005,0.06349009220420623
-0.025442838067937873,0.0006349167953587792,-2.5443474154791743,0.06349326686754961
-0.03816521126399355,0.0009523990038069496,-2.544474639211135,0.06349644168963409
-0.050888220610516545,0.0012698970871592877,-2.5446018693046,0.0634996166704676
-0.06361186613931598,0.0015874110462095782,-2.5447291057598878,0.0635027918100581
-0.07633614788220255,0.0019049408817516458,-2.5448563485773166,0.06350596710841352
-0.08906106331255648,0.0022224865945793546,-2.5449830860707836,0.0635091425655418
-0.1017866120770948,0.0025400481854866088,-2.545109752907664,0.06351231818145087
-0.11451279383935432,0.002857625655267352,-2.545236352451904,0.06351549395614868
-0.12723960828738318,0.0031752190047155677,-2.5453628896057725,0.06351866988964316
-0.13996705514265073,0.003492828234625279,-2.5454893710535096,0.06352184598194226
-0.1526951341680315,0.0038104533457905486,-2.5456158050761513,0.06352502223305391
-0.1654238451746581,0.004128094339005479,-2.5457422013253237,0.06352819864298606
-0.178153188027469,0.004445751215064212,-2.5458685705621775,0.06353137521174665
-0.19088316264931157,0.004763423974760929,-2.5459949243685145,0.06353455193934361
-0.20361376902350078,0.005081112618889854,-2.546121274837845,0.0635377288257849
-0.21634500719477384,0.005398817148245246,-2.546247634254614,0.06354090587107845
-0.2290768772686243,0.005716537563621407,-2.546374014770092,0.06354408307523221
-0.24180937940904168,0.006034273865812678,-2.546500428083474,0.06354726043825412
-0.2545425138347244,0.0063520260556134385,-2.546626885136545,0.06355043796015213
-0.2672762808138738,0.006669794133818109,-2.5467533958298745,0.06355361564093417
-0.28001068065771323,0.00698757810122115,-2.5468799687678936,0.0635567934806082
-0.29274571371291025,0.007305377958617061,-2.5470066110394,0.06355997147918216
-0.3054813803531057,0.007623193706800381,-2.547133328039087,0.063563149636664
-0.31821768096977854,0.007941025346565688,-2.5472601233345675,0.06356632795306165
-0.3309546159662156,0.008258872878707604,-2.5473869992874154,0.06356950642838306
-0.34369218784124644,0.008576736304020784,-2.5475143750061657,0.06357268506263619
-0.35643039662671655,0.008894615623299929,-2.5476417570940204,0.06357586385582899
-0.369169242354473,0.009212510837339776,-2.547769145551298,0.06357904280796939
-0.3819087250563646,0.009530421946935102,-2.547896540378317,0.06358222191906535
-0.39464884476424156,0.009848348952880726,-2.5480239415753956,0.0635854011891248
-0.40738960150995585,0.010166291855971505,-2.5481513491428527,0.06358858061815571
-0.42013099532536086,0.010484250657002335,-2.5482787630810066,0.06359176020616603
-0.4328730262423117,0.010802225356768154,-2.5484061833901763,0.06359493995316369
-0.4456156942926651,0.011120215956063937,-2.5485336100706797,0.06359811985915664
-0.4583589995082793,0.011438222455684701,-2.548661043122836,0.06360129992415285
-0.4711029419210141,0.011756244856425502,-2.5487884825469633,0.06360448014816025
-0.483847521562731,0.012074283159081437,-2.5489159283433804,0.06360766053118681
-0.49659273558158107,0.01239233736444764,-2.5490428037700132,0.06361084107324047
-0.5093385836151761,0.012710407473319286,-2.5491696067190177,0.06361402177432919
-0.5220850653248881,0.01302849348649159,-2.54929634194239,0.06361720263446091
-0.5348321804054654,0.013346595404759808,-2.5494230161154805,0.0636203836536436
-0.547579928593722,0.013664713228919234,-2.5495496376513054,0.0636235648318852
-0.5603283096760726,0.013982846959765203,-2.5496762164701288,0.06362674616919366
-0.5730773234947257,0.014300996598093087,-2.549802763730613,0.06362992766557693
-0.5858269699523748,0.014619162144698302,-2.5499292915298115,0.06363310932104298
-0.5985772490152751,0.014937343600376301,-2.550055812580054,0.06363629113559975
-0.6113281607146318,0.015255540965922578,-2.550182339871352,0.06363947310925522
-0.6240797051462732,0.015573754242132665,-2.5503088863282746,0.06364265524201732
-0.636831882468625,0.015891983429802137,-2.550435464470351,0.06364583753389401
-0.6495846928990495,0.016210228529726603,-2.550562086084912,0.06364901998489325
-0.662338136708654,0.016528489542701717,-2.5506887619209127,0.06365220259502301
-0.6750922142157124,0.016846766469523173,-2.550815501411678,0.06365538536429122
-0.687846925777881,0.0171650593109867,-2.5509423124337096,0.06365856829270586
-0.7006022717834195,0.017483368067888076,-2.5510692011077123,0.06366175138027487
-0.7133582526416538,0.01780169274102311,-2.5511961716468465,0.06366493462700622
-0.726114868774995,0.018120033331187647,-2.5513232266682517,0.06366811803290787
-0.7388721227710361,0.018438389839177588,-2.551450799208212,0.06367130159798777
-0.7516300146616717,0.018756762265788856,-2.551578378127118,0.06367448532225388
-0.7643885444787981,0.019075150611817426,-2.5517059634252894,0.06367766920571416
-0.7771477122543133,0.01939355487805931,-2.5518335551030447,0.06368085324837658
-0.7899075180201168,0.019711975065310555,-2.5519611531607027,0.06368403745024909
-0.8026679618081097,0.020030411174367255,-2.5520887575985824,0.06368722181133965
-0.8154290436501948,0.020348863206025535,-2.552216368417003,0.06369040633165624
-0.8279800793673967,0.02066733116108157,-2.51020714344038,0.0636935910112068
-0.8399918675802993,0.020985815040331566,-2.402357642580514,0.06369677584999929
-0.8511511310683785,0.021304314844571775,-2.231852697615836,0.06369996084804169
-0.8611686775039438,0.021622830574598486,-2.0035092871130633,0.06370314600534197
-0.8697868833882927,0.021941362231208027,-1.7236411768697937,0.06370633132190806
-0.8767863101629645,0.022259909815196766,-1.3998853549343693,0.06370951679774794
-0.8819912731103159,0.022578473327361112,-1.040992589470287,0.06371270243286958
