x,y,x_vel,y_vel
-0.8432031124726103,-0.09361764427182913,1.3412693963845448,-0.18224577896077124
-0.835658252590345,-0.0945289187303559,1.5089719764530594,-0.1822548917053565
-0.8274778519009381,-0.09544023875488392,1.6360801378813614,-0.18226400490560177
-0.8188805398088339,-0.09635160434769156,1.7194624184208531,-0.18227311856152983
-0.810094766930159,-0.09726301551105739,1.7571545757349731,-0.18228223267316349
-0.8013085592463615,-0.09817447224726002,1.7572415367595187,-0.1822913472405255
-0.7925219167516989,-0.0990859745585782,1.7573284989325018,-0.1823004622636387
-0.7837348393859283,-0.09999752244729083,1.7574154731541252,-0.18230957774252582
-0.774947327035602,-0.10090911591567689,1.7575024700652573,-0.18231869367720968
-0.7661593795367574,-0.10182075496601545,1.7575894997689194,-0.18232781006771306
-0.7573709966789205,-0.10273243960058574,1.7576765715673854,-0.18233692691405876
-0.7485821782103119,-0.10364416982166709,1.7577636937217245,-0.18234604421626957
-0.7397929238441119,-0.10455594563153893,1.7578508732399967,-0.1823551619743683
-0.7310032332656142,-0.10546776703248081,1.75793811569952,-0.18236428018837772
-0.7222131061400757,-0.10637963402677242,1.7580254251077039,-0.18237339885832063
-0.713422542120864,-0.10729154661669352,1.7581128038423457,-0.18238251798421984
-0.7046315385514738,-0.10820350480452401,1.7582007138780396,-0.18239163756609814
-0.6958400954099265,-0.1091155085925439,1.758288628309455,-0.18240075760397834
-0.6870482126742424,-0.11002755798303332,1.7583765471368118,-0.18240987809788323
-0.6782558903224408,-0.1109396529782725,1.7584644703603298,-0.18241899904783562
-0.6694631283325396,-0.1118517935805418,1.7585523979802289,-0.1824281204538583
-0.660669926682556,-0.11276397979212167,1.7586403299967288,-0.1824372423159741
-0.6518762853505057,-0.1136762116152927,1.7587282664100494,-0.18244636463420583
-0.6430822043144037,-0.11458848905233558,1.7588162072204105,-0.18245548740857626
-0.6342876835522635,-0.11550081210553112,1.758904152428032,-0.1824646106391082
-0.6254927230420978,-0.11641318077716024,1.7589921020331336,-0.1824737343258245
-0.616697325467693,-0.11732559506950399,1.7590795148809693,-0.18248285846874795
-0.6079014911188864,-0.1182380549848435,1.7591668697613265,-0.18249198306790135
-0.5991052202677173,-0.11915056052546003,1.7592541702338134,-0.18250110812330753
-0.5903085131621061,-0.12006311169363497,1.7593414211222376,-0.18251023363498928
-0.5815113700188848,-0.12097570849164982,1.759428628644267,-0.18251935960296942
-0.5727137910176819,-0.12188835092178617,1.759515800240562,-0.1825284860272708
-0.5639157762958188,-0.12280103898632574,1.7596029443726384,-0.18253761290791617
-0.555117325944344,-0.12371377268755039,1.759690070294943,-0.18254674024492842
-0.5463184400053077,-0.12462655202774205,1.7597771878072714,-0.18255586803833035
-0.537519118470337,-0.12553937700918277,1.7598643069941453,-0.18256499628814477
-0.5287193612805466,-0.12645224763415475,1.7599514379580696,-0.1825741249943945
-0.5199191683277781,-0.12736516390494027,1.7600385905537221,-0.18258325415710233
-0.5111185394571278,-0.12827812582382173,1.7601257741300587,-0.18259238377629114
-0.5023174744706924,-0.12919113339308164,1.7602129972870768,-0.18260151385198373
-0.4935159731324246,-0.13010418661500264,1.760300267653559,-0.18261064438420294
-0.484714035173967,-0.1310172854918675,1.7603875916915308,-0.18261977537297158
-0.47591166030130483,-0.13193043002595906,1.760474974532435,-0.1826289068183125
-0.467108848202059,-0.1328436202195603,1.7605624198491678,-0.18263803872024853
-0.4583055985524513,-0.13375685607495433,1.7606499299215475,-0.18264717107880246
-0.44950190871835183,-0.1346701375944243,1.7607379668198884,-0.18265630389399717
-0.44069777867775034,-0.1355834647802536,1.7608260081202944,-0.18266543716585545
-0.43189320840863543,-0.1364968376347256,1.7609140538229855,-0.18267457089440017
-0.42308819788899454,-0.13741025616012387,1.7610021039281818,-0.18268370507965415
-0.414282747096814,-0.13832372035873206,1.7610901584361036,-0.18269283972164022
-0.40547685601007916,-0.13923723023283396,1.761178217346971,-0.18270197482038122
-0.39667052460677416,-0.14015078578471346,1.761266280661004,-0.18271111037590002
-0.38786375286488206,-0.14106438701665455,1.7613543483784229,-0.18272024638821943
-0.3790565407623848,-0.14197803393094136,1.7614424204994479,-0.1827293828573623
-0.37024889086673857,-0.14289172652985813,1.7615299791292462,-0.18273851978335146
-0.3614408034330428,-0.14380546481568918,1.761617486739149,-0.18274765716620978
-0.3526322787004373,-0.14471924879071899,1.7617049465211054,-0.18275679500596007
-0.34382331688894996,-0.1456330784572321,1.7617923622974652,-0.1827659333026252
-0.3350139181932343,-0.14654695381751326,1.7618797391431387,-0.182775072056228
-0.32620408277700663,-0.1474608748738472,1.7619670832455308,-0.18278421126679134
-0.3173938107683269,-0.1483748416285189,1.762054401735949,-0.18279335093433804
-0.30858310225584157,-0.14928885408381337,1.7621417024970718,-0.182802491058891
-0.29977195728608325,-0.15020291224201573,1.762228993951666,-0.182811631640473
-0.2909603758618922,-0.15111701610541126,1.762316284838211,-0.18282077267910696
-0.2821483579419952,-0.15203116567628533,1.7624035839793981,-0.1828299141748157
-0.2733359034417471,-0.15294536095692343,1.7624909000496338,-0.18283905612762208
-0.26452301223500874,-0.15385960194961118,1.7625782413476654,-0.18284819853754897
-0.2557096841571073,-0.15477388865663427,1.7626656155802842,-0.1828573414046192
-0.24689591900879365,-0.15568822108027855,1.762753029662736,-0.18286648472885564
-0.23808171656108865,-0.15660259922282996,1.7628404895410024,-0.18287562851028116
-0.2292670765608861,-0.15751702308657456,1.7629280000405092,-0.18288477274891862
-0.22045199873716056,-0.15843149267379852,1.7630155647451065,-0.18289391744479086
-0.21163648280761385,-0.15934600798678814,1.7631031859093407,-0.18290306259792075
-0.20282052848555873,-0.16026056902782979,1.7631908644110232,-0.18291220820833115
-0.19400413334374653,-0.16117517579921,1.7632790283624413,-0.18292135427604495
-0.18518729736013514,-0.16208982830321544,1.7633671967222775,-0.182930500801085
-0.17637002051268139,-0.16300452654213282,1.763455369490752,-0.18293964778347419
-0.16755230277934097,-0.163919270518249,1.7635435466680853,-0.18294879522323534
-0.15873414413806847,-0.16483406023385097,1.763631728254498,-0.18295794312039138
-0.1499155445668174,-0.1657488956912258,1.7637199142502105,-0.18296709147496512
-0.14109650404354018,-0.1666637768926607,1.7638081046554432,-0.18297624028697948
-0.1322770225461881,-0.167578703840443,1.7638962994704168,-0.1829853895564573
-0.12345710005271134,-0.1684936765368601,1.7639844986953517,-0.18299453928342146
-0.11463673933306173,-0.16940869498419955,1.7640721439299214,-0.18300368946789486
-0.10581594067284053,-0.17032375918474907,1.7641597320442388,-0.18301284010990035
-0.0969947043390306,-0.17123886914079636,1.7642472667619873,-0.18302199120946083
-0.0881730305724951,-0.17215402485462936,1.7643347533070988,-0.18303114276659915
-0.07935091958120279,-0.17306922632853605,1.764422198258465,-0.1830402947813382
-0.07052837153435393,-0.17398447356480456,1.7645096093697725,-0.1830494472537009
-0.061705386557556995,-0.17489976656572312,1.764596995359387,-0.1830586001837101
-0.05288196472917716,-0.17581510533358005,1.7646843656759668,-0.18306775357138866
-0.04405810607794664,-0.17673048987066384,1.764771730246104,-0.1830769074167595
-0.035233810581893045,-0.17764592017926306,1.764859099210719,-0.18308606171984548
-0.026409078168607013,-0.17856139626166642,1.7649464826572068,-0.1830952164806695
-0.017583908716835017,-0.1794769181201627,1.765033890354399,-0.18310437169925448
-0.008758302059348522,-0.1803924857570408,1.765121331497299,-0.18311352737562325
6.774201299275008e-05,-0.18130809917458982,1.7652088144682543,-0.18312268350979874
0.008894223746096542,-0.18222375837509883,1.7652963466207583,-0.18313184010180383
0.017721143416553807,-0.18313946336085712,1.7653839340914532,-0.1831409971516614
0.02654850132477944,-0.1840552141341541,1.7654715816451267,-0.18315015465939438
0.03537629778756248,-0.18497101069727923,1.765559292556608,-0.18315931262502563
0.044204533133623596,-0.18588685305252212,1.765647069212223,-0.18316847104857806
0.053033209913523706,-0.1868027412021725,1.765735355980022,-0.18317762993007455
0.06186232814933561,-0.1877186751485202,1.76582364716238,-0.18318678926953802
0.0706918878631332,-0.18863465489385514,1.765911942759518,-0.18319594906699138
0.07952188907699148,-0.18955068044046744,1.7660002427716566,-0.1832051093224575
0.08835233181298656,-0.19046675179064723,1.7660885471990164,-0.1832142700359593
0.09718321609319565,-0.19138286894668483,1.7661768560418185,-0.1832234312075197
0.10601454193969706,-0.19229903191087064,1.7662651693002835,-0.18323259283716153
0.11484630937457022,-0.19321524068549517,1.7663534869746322,-0.18324175492490777
0.12367851841989565,-0.19413149527284906,1.7664418090650855,-0.18325091747078132
0.1325111665897696,-0.1950477956752231,1.7665296339747922,-0.18326008047480505
0.141344253630395,-0.1959641418949081,1.7666174081250763,-0.1832692439370019
0.15017777929840798,-0.19688053393419508,1.7667051336025974,-0.18327840785739477
0.1590117433675158,-0.19779697179537511,1.7667928138215678,-0.18328757223600656
0.16784614563493677,-0.1987134554807394,1.7668804534841929,-0.1832967370728602
0.17668098592718787,-0.1996299849925793,1.7669680584502203,-0.1833059023679786
0.18551626410507152,-0.20054656033318624,1.7670556355767306,-0.18331506812138468
0.19435198006773421,-0.20146318150485173,1.7671431925325367,-0.18332423433310133
0.20318813375569528,-0.20237984850986748,1.7672307375922098,-0.18333340100315149
0.21202472515277154,-0.20329656135052526,1.767318279415255,-0.18334256813155805
0.22086175428685317,-0.204213320029117,1.767405826816325,-0.18335173571834398
0.22969922122951597,-0.20513012454793464,1.7674933885325603,-0.18336090376353217
0.23853712609448693,-0.20604697490927038,1.7675809729941936,-0.18337007226714552
0.2473754690350091,-0.20696387111541642,1.7676685881044323,-0.18337924122920699
0.2562142502401809,-0.2078808131686651,1.7677562410343615,-0.18338841064973946
0.2650534699303718,-0.20879780107130894,1.7678439380381832,-0.1833975805287659
0.27389312835183954,-0.2097148348256405,1.7679316842935424,-0.1834067508663092
0.2827332257706946,-0.21063191443395246,1.7680194837710115,-0.18341592166239232
0.2915737624663746,-0.21154903989853766,1.7681073391360085,-0.18342509291703818
0.30041473872825986,-0.21246621122168902,1.768195252377043,-0.18343426463026968
0.3092561570610617,-0.21338342840569957,1.768283666560371,-0.18344343680210978
0.3180980174868848,-0.21430069145286249,1.7683720851646292,-0.1834526094325814
0.326940320027835,-0.21521800036547103,1.7684605081900386,-0.1834617825217075
0.3357830647060191,-0.21613535514581858,1.7685489356368205,-0.18347095606951097
0.3446262515435451,-0.21705275579619865,1.7686373675051956,-0.18348013007601477
0.35346988056252204,-0.21797020231890485,1.7687258037953855,-0.18348930454124182
0.3623139517850601,-0.21888769471623093,1.768814244507611,-0.18349847946521508
0.37115846523327056,-0.21980523299047072,1.768902689642093,-0.18350765484795747
0.3800034183962297,-0.22072281714391817,1.7689906325918296,-0.18351683068949196
0.3888488110437192,-0.22164044717886738,1.7690785294979035,-0.18352600698984145
0.3976946429574291,-0.22255812309761253,1.7691663827419786,-0.1835351837490289
0.4065409139353714,-0.2234758449024479,1.7692541955884542,-0.18354436096707727
0.41538762379768546,-0.22439361259566795,1.769341972462817,-0.18355353864400947
0.42423477239183116,-0.2253114261795672,1.7694297188291364,-0.18356271677984848
0.4330823595970356,-0.2262292856564403,1.7695174410408876,-0.1835718953746172
0.4419303853278814,-0.227147191028582,1.7696051461691658,-0.18358107442833863
0.4507788495369461,-0.22806514229828717,1.7696928418129279,-0.18359025394103567
0.4596277522164278,-0.22898313946785082,1.7697805358963492,-0.1835994339127313
0.4684770933987213,-0.22990118253956807,1.7698682364586917,-0.1836086143434485
0.47732687315593253,-0.23081927151573411,1.7699559514422505,-0.18361779523321015
0.4861770915983524,-0.23173740639864432,1.770043688483966,-0.18362697658203925
0.4950277488719332,-0.23265558719059412,1.7701314547161657,-0.18363615838995875
0.5038788451548413,-0.23357381389387907,1.7702192565816237,-0.1836453406569916
0.5127303806531799,-0.23449208651079487,1.770307099667733,-0.18365452338316074
0.5215823555960001,-0.2354104050436373,1.7703949885640478,-0.18366370656848915
0.5304347702297342,-0.2363287694947023,1.7704829267468207,-0.18367289021299982
0.5392876248122014,-0.23724717986628588,1.770570916493431,-0.18368207431671565
0.5481409196085302,-0.23816563616068417,1.7706589592657531,-0.18369125887965965
0.5569946570917331,-0.23908413838019346,1.7707474966405852,-0.18370044390185475
0.5658488372839456,-0.24000268652711007,1.7708360384425073,-0.1837096293833239
0.5747034602073043,-0.24092128060373053,1.7709245846717407,-0.18371881532409012
0.5835585258839469,-0.2418399206123514,1.7710131353285072,-0.18372800172417633
0.592414034336012,-0.24275860655526943,1.771101690413028,-0.18373718858360552
0.6012699855856396,-0.24367733843478143,1.771190249925524,-0.18374637590240064
0.6101263796549707,-0.24459611625318434,1.7712788138662174,-0.18375556368058468
0.6189832165661474,-0.24551494001277524,1.7713673822353293,-0.1837647519181806
0.6278404936284583,-0.2464338097158513,1.7714554124621769,-0.18377394061521135
0.6366982105948036,-0.24735272536470979,1.7715433932690516,-0.18378312977169994
0.6455563672342806,-0.24827168696164814,1.7716313278953852,-0.18379231938766932
0.6544149633378803,-0.24919069450896386,1.7717192207199373,-0.18380150946314247
0.6632739987244493,-0.2501097480089546,1.771807077313788,-0.18381069999814237
0.6721334732458869,-0.251028847463918,1.7718949042875374,-0.183819890992692
0.6809933867914467,-0.2519479928761521,1.7719827091119675,-0.18382908244681434
0.6898537392910318,-0.2528671842479548,1.772070499917021,-0.18383827436053238
0.6987145307174043,-0.2537864215816241,1.7721582852745001,-0.18384746673386906
0.7075757610872557,-0.25470570487945837,1.7722460739702888,-0.1838566595668474
0.7164374304611164,-0.2556250341437558,1.7723338747721384,-0.1838658528594904
0.7252995389421122,-0.25654440937681494,1.772421696199155,-0.18387504661182097
0.7341620866736074,-0.25746383058093425,1.772509546299038,-0.18388424082386215
0.7430250738358019,-0.25838329775841246,1.7725974324388896,-0.18389343549563694
0.751888500641377,-0.2593028109115483,1.7726853611150275,-0.1839026306271683
0.7607523673303105,-0.26022237004264065,1.7727733377867005,-0.18391182621847924
0.7696166741640003,-0.2611419751539886,1.7728613667379578,-0.18392102226959273
0.778481421418856,-0.2620616262478913,1.7729494509711545,-0.18393021878053176
0.7873466093825036,-0.2629813233266479,1.7730375927295141,-0.18393941575131934
0.7962122406277133,-0.26390106639255784,1.7731262490419661,-0.18394861318197844
0.8050783151766506,-0.2648208554479205,1.7732149097874554,-0.18395781107253206
0.8139448330514817,-0.2657406904950355,1.7733035749662038,-0.1839670094230032
0.8226608636821496,-0.2666605715362026,1.7432061261335938,-0.18397620823341487
0.8309978184385785,-0.26758049857372157,1.6673909512857743,-0.18398540750379005
0.8387382880286035,-0.2685004716098923,1.5480939180050055,-0.18399460723415176
0.8456817052396669,-0.26942049064701495,1.3886834422126881,-0.184003807424523
0.8516495346402988,-0.27034055568738957,1.1935658801263724,-0.18401300807492674
0.8564898575532228,-0.2712606667333165,0.9680645825848091,-0.184022209185386
0.8600812249792168,-0.2721808237870961,0.7182734851988024,-0.1840314107559238
0.8623356960636921,-0.27310102685102894,0.4508942168950491,-0.18404061278656314
0.8632009760804101,-0.2740212759274156,0.17305600334361254,-0.184049815277327
0.8626616050624596,-0.27494157101855676,-0.10787420359011107,-0.18405901822823842
0.8607391707921039,-0.2758619121267534,-0.38448685407113575,-0.18406822163932038
0.8574915456793033,-0.27678229925430636,-0.6495250225601236,-0.18407742551059592
0.8530111727496325,-0.2777027324035168,-0.8960745859341666,-0.184086629842088
0.8474224508542814,-0.2786232115766859,-1.1177443790702273,-0.1840958346338197
0.840878292656954,-0.279543736776115,-1.3088316394654707,-0.184105039885814
0.8335559503354738,-0.2804643080041055,-1.464468464296053,-0.18411424559809392
0.8256522227078691,-0.2813849252629589,-1.5807455255209508,-0.18412345177068246
0.8173781731733447,-0.2823055885549769,-1.6548099069048798,-0.18413265840360263
0.8089535000514817,-0.2832262978824613,-1.6849346243726036,-0.18414186549687747
0.8005284091741938,-0.28414705324771394,-1.6850181754575766,-0.18415107305053
0.7921029003300561,-0.28506785465303686,-1.6851017688275172,-0.18416028106458324
0.7836769732861172,-0.2859887021007322,-1.6851854087877993,-0.18416948953906018
0.7752506277935879,-0.2869095955931021,-1.6852690985058674,-0.18417869847398388
0.7668238635933269,-0.287830535132449,-1.6853528400522098,-0.18418790786937736
0.7583966780337879,-0.2887515207210753,-1.685437111907805,-0.18419711772526362
0.7499690710939019,-0.28967255236128364,-1.685521387977204,-0.1842063280416657
0.7415410427525988,-0.2905936300553767,-1.685605668260617,-0.18421553881860664
0.7331125929888075,-0.2915147538056572,-1.685689952758255,-0.18422475005610944
0.7246837217814558,-0.2924359236144282,-1.6857742414703285,-0.18423396175419715
0.7162544291094706,-0.29335713948399267,-1.6858585343970482,-0.1842431739128928
0.7078247149517775,-0.2942784014166538,-1.6859428315386251,-0.1842523865322194
0.6993945818816847,-0.2951997094147148,-1.6860266140185654,-0.1842615996122
0.6909640300889935,-0.29612106348047906,-1.6861103585382222,-0.18427081315285765
0.6825330597493666,-0.29704246361625014,-1.6861940679253882,-0.18428002715421535
0.6741016710229979,-0.29796390982433163,-1.686277745273751,-0.18428924161629617
0.6656698640499296,-0.29888540210702724,-1.686361394613669,-0.18429845653912313
0.6572376389459234,-0.29980694046664086,-1.6864450208012403,-0.18430767192271927
0.6488049957989922,-0.3007285249054764,-1.6865286293862354,-0.1843168877671076
0.6403719346666797,-0.30165015542583795,-1.6866122264624812,-0.18432610407231123
0.6319384555741562,-0.30257183203002974,-1.68669581850472,-0.18433532083835316
0.6235045585131747,-0.303493554720356,-1.6867794121963087,-0.1843445380652564
0.615070243441913,-0.3044153234991212,-1.6868630142523366,-0.18435375575304408
0.6066355102856987,-0.3053371383686299,-1.68694663124284,-0.18436297390173917
0.5982003589385949,-0.3062589993311867,-1.6870302694207613,-0.18437219251136475
0.5897647892657991,-0.30718090638909645,-1.6871139345591533,-0.18438141158194385
0.5813288011067897,-0.30810285954466393,-1.6871976318018629,-0.18439063111349951
0.572892394279132,-0.3090248588001942,-1.6872813655315504,-0.1843998511060548
0.5644555685828399,-0.30994690415799236,-1.6873651392584226,-0.1844090715596328
0.5560183238051774,-0.31086899562036363,-1.6874489555325012,-0.1844182924742565
0.5475806597233447,-0.3117911331896134,-1.6875328163665302,-0.18442751384994902
0.5391425737372127,-0.31271331686804704,-1.6876171972263916,-0.18443673568673336
0.5307040658256852,-0.3136355466579702,-1.6877015823055068,-0.1844459579846326
0.5222651359676648,-0.31455782256168857,-1.687785971604087,-0.18445518074366976
0.513825784142053,-0.3154801445815079,-1.6878703651223432,-0.18446440396386796
0.5053860103277507,-0.3164025127197342,-1.6879547628604863,-0.18447362764525022
0.49694581450365705,-0.31732492697867337,-1.6880391648187272,-0.1844828517878396
0.4885051992439755,-0.3182473873606317,-1.6881230519363086,-0.18449207639165918
0.4800641647130254,-0.31916989386791533,-1.688206906190027,-0.18450130145673202
0.471622711061779,-0.32009244650283075,-1.688290730249275,-0.18451052698308118
0.46318083842716284,-0.3210150452676844,-1.688374526923236,-0.18451975297072973
0.4547385469279778,-0.32193769016478285,-1.6884582998369986,-0.1845289794197007
0.4462958366613182,-0.32286038119643296,-1.6885420533319206,-0.1845382063300172
0.43785270769957985,-0.32378311836494145,-1.6886257923476777,-0.18454743370170226
0.4294091600881339,-0.3247059016726153,-1.6887095222891946,-0.184556661534779
0.4209651938437237,-0.32562873112176166,-1.6887932488820392,-0.18456588982927047
0.412520808953623,-0.32655160671468764,-1.688876978020145,-0.18457511858519973
0.4040760053755735,-0.32747452845370056,-1.6889607156099031,-0.18458434780258987
0.39563078303849974,-0.3283974963411079,-1.6890444674147502,-0.18459357748146393
0.38718514184397806,-0.3293205103792171,-1.6891282389043316,-0.18460280762184503
